Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00      1.05     0.00       84     0.00     0.00  __gnu_cxx::__normal_iterator<std::pair<unsigned int, Utilisateur const>*, std::vector<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > > >::operator*() const
  0.00      1.05     0.00       84     0.00     0.00  __gnu_cxx::__normal_iterator<std::pair<unsigned int, Utilisateur const>*, std::vector<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > > >::operator-(long) const
  0.00      1.05     0.00       84     0.00     0.00  std::_Vector_base<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > >::_M_get_Tp_allocator()
  0.00      1.05     0.00       84     0.00     0.00  void std::allocator_traits<std::allocator<std::pair<unsigned int, Utilisateur const> > >::construct<std::pair<unsigned int, Utilisateur const>, std::pair<unsigned int, Utilisateur const> >(std::allocator<std::pair<unsigned int, Utilisateur const> >&, std::pair<unsigned int, Utilisateur const>*, std::pair<unsigned int, Utilisateur const>&&)
  0.00      1.05     0.00       84     0.00     0.00  std::pair<int, Utilisateur>::pair<int, Utilisateur&, true>(int&&, Utilisateur&)
  0.00      1.05     0.00       84     0.00     0.00  std::pair<int, Utilisateur>::~pair()
  0.00      1.05     0.00       84     0.00     0.00  std::pair<unsigned int, Utilisateur const>::pair<int, Utilisateur, true>(std::pair<int, Utilisateur>&&)
  0.00      1.05     0.00       84     0.00     0.00  std::pair<unsigned int, Utilisateur const>::pair(std::pair<unsigned int, Utilisateur const>&&)
  0.00      1.05     0.00       84     0.00     0.00  std::pair<unsigned int, Utilisateur const>& std::vector<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > >::emplace_back<std::pair<unsigned int, Utilisateur const> >(std::pair<unsigned int, Utilisateur const>&&)
  0.00      1.05     0.00       84     0.00     0.00  std::vector<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > >::back()
  0.00      1.05     0.00       84     0.00     0.00  std::vector<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > >::push_back(std::pair<unsigned int, Utilisateur const>&&)
  0.00      1.05     0.00       84     0.00     0.00  std::remove_reference<std::pair<unsigned int, Utilisateur const>&>::type&& std::move<std::pair<unsigned int, Utilisateur const>&>(std::pair<unsigned int, Utilisateur const>&)
  0.00      1.05     0.00       84     0.00     0.00  Utilisateur&& std::forward<Utilisateur>(std::remove_reference<Utilisateur>::type&)
  0.00      1.05     0.00       84     0.00     0.00  std::pair<std::__strip_reference_wrapper<std::decay<int>::type>::__type, std::__strip_reference_wrapper<std::decay<Utilisateur&>::type>::__type> std::make_pair<int, Utilisateur&>(int&&, Utilisateur&)
  0.00      1.05     0.00       74     0.00     0.00  std::_Vector_base<Place, std::allocator<Place> >::_M_deallocate(Place*, unsigned long)
  0.00      1.05     0.00       72     0.00     0.00  __gnu_cxx::__normal_iterator<std::pair<unsigned int, Utilisateur const>*, std::vector<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > > >::base() const
  0.00      1.05     0.00       72     0.00     0.00  std::pair<unsigned int, Utilisateur const> const* std::__make_move_if_noexcept_iterator<std::pair<unsigned int, Utilisateur const>, std::pair<unsigned int, Utilisateur const> const*>(std::pair<unsigned int, Utilisateur const>*)
  0.00      1.05     0.00       68     0.00     0.00  __gnu_cxx::new_allocator<Place>::deallocate(Place*, unsigned long)
  0.00      1.05     0.00       68     0.00     0.00  __gnu_cxx::new_allocator<Place>::allocate(unsigned long, void const*)
  0.00      1.05     0.00       68     0.00     0.00  std::_Vector_base<Place, std::allocator<Place> >::_M_allocate(unsigned long)
  0.00      1.05     0.00       68     0.00     0.00  std::allocator_traits<std::allocator<Place> >::deallocate(std::allocator<Place>&, Place*, unsigned long)
  0.00      1.05     0.00       68     0.00     0.00  std::allocator_traits<std::allocator<Place> >::allocate(std::allocator<Place>&, unsigned long)
  0.00      1.05     0.00       59     0.00     0.00  Voiture::Voiture(Voiture const&)
  0.00      1.05     0.00       59     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<Node*>, Node*>::_S_select_on_copy(std::allocator<Node*> const&)
  0.00      1.05     0.00       59     0.00     0.00  Node** std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<Node*>(Node* const*, Node* const*, Node**)
  0.00      1.05     0.00       59     0.00     0.00  std::_Vector_base<Node*, std::allocator<Node*> >::_Vector_impl::_Vector_impl(std::allocator<Node*> const&)
  0.00      1.05     0.00       59     0.00     0.00  std::_Vector_base<Node*, std::allocator<Node*> >::_M_create_storage(unsigned long)
  0.00      1.05     0.00       59     0.00     0.00  std::_Vector_base<Node*, std::allocator<Node*> >::_Vector_base(unsigned long, std::allocator<Node*> const&)
  0.00      1.05     0.00       59     0.00     0.00  std::allocator_traits<std::allocator<Node*> >::select_on_container_copy_construction(std::allocator<Node*> const&)
  0.00      1.05     0.00       59     0.00     0.00  Node** std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<Node* const*, std::vector<Node*, std::allocator<Node*> > >, Node**>(__gnu_cxx::__normal_iterator<Node* const*, std::vector<Node*, std::allocator<Node*> > >, __gnu_cxx::__normal_iterator<Node* const*, std::vector<Node*, std::allocator<Node*> > >, Node**)
  0.00      1.05     0.00       59     0.00     0.00  std::vector<Node*, std::allocator<Node*> >::vector(std::vector<Node*, std::allocator<Node*> > const&)
  0.00      1.05     0.00       59     0.00     0.00  Node** std::__niter_wrap<Node**>(Node** const&, Node**)
  0.00      1.05     0.00       59     0.00     0.00  Node** std::__copy_move_a<false, __gnu_cxx::__normal_iterator<Node* const*, std::vector<Node*, std::allocator<Node*> > >, Node**>(__gnu_cxx::__normal_iterator<Node* const*, std::vector<Node*, std::allocator<Node*> > >, __gnu_cxx::__normal_iterator<Node* const*, std::vector<Node*, std::allocator<Node*> > >, Node**)
  0.00      1.05     0.00       59     0.00     0.00  Node** std::__copy_move_a1<false, Node* const*, Node**>(Node* const*, Node* const*, Node**)
  0.00      1.05     0.00       59     0.00     0.00  Node** std::__copy_move_a2<false, Node* const*, Node**>(Node* const*, Node* const*, Node**)
  0.00      1.05     0.00       59     0.00     0.00  Node** std::uninitialized_copy<__gnu_cxx::__normal_iterator<Node* const*, std::vector<Node*, std::allocator<Node*> > >, Node**>(__gnu_cxx::__normal_iterator<Node* const*, std::vector<Node*, std::allocator<Node*> > >, __gnu_cxx::__normal_iterator<Node* const*, std::vector<Node*, std::allocator<Node*> > >, Node**)
  0.00      1.05     0.00       59     0.00     0.00  Node** std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<Node* const*, std::vector<Node*, std::allocator<Node*> > >, Node**, Node*>(__gnu_cxx::__normal_iterator<Node* const*, std::vector<Node*, std::allocator<Node*> > >, __gnu_cxx::__normal_iterator<Node* const*, std::vector<Node*, std::allocator<Node*> > >, Node**, std::allocator<Node*>&)
  0.00      1.05     0.00       59     0.00     0.00  Node** std::copy<__gnu_cxx::__normal_iterator<Node* const*, std::vector<Node*, std::allocator<Node*> > >, Node**>(__gnu_cxx::__normal_iterator<Node* const*, std::vector<Node*, std::allocator<Node*> > >, __gnu_cxx::__normal_iterator<Node* const*, std::vector<Node*, std::allocator<Node*> > >, Node**)
  0.00      1.05     0.00       59     0.00     0.00  void std::_Destroy<Utilisateur>(Utilisateur*)
  0.00      1.05     0.00       59     0.00     0.00  void std::_Destroy<Voiture>(Voiture*)
  0.00      1.05     0.00       56     0.00     0.00  Vec2::operator+(Vec2)
  0.00      1.05     0.00       56     0.00     0.00  __gnu_cxx::__normal_iterator<Place*, std::vector<Place, std::allocator<Place> > >::difference_type __gnu_cxx::operator-<Place*, std::vector<Place, std::allocator<Place> > >(__gnu_cxx::__normal_iterator<Place*, std::vector<Place, std::allocator<Place> > > const&, __gnu_cxx::__normal_iterator<Place*, std::vector<Place, std::allocator<Place> > > const&)
  0.00      1.05     0.00       56     0.00     0.00  std::vector<Place, std::allocator<Place> >::_M_check_len(unsigned long, char const*) const
  0.00      1.05     0.00       56     0.00     0.00  void std::vector<Place, std::allocator<Place> >::_M_realloc_insert<Place const&>(__gnu_cxx::__normal_iterator<Place*, std::vector<Place, std::allocator<Place> > >, Place const&)
  0.00      1.05     0.00       56     0.00     0.00  std::vector<Place, std::allocator<Place> >::end()
  0.00      1.05     0.00       56     0.00     0.00  std::vector<Place, std::allocator<Place> >::begin()
  0.00      1.05     0.00       54     0.00     0.00  __gnu_cxx::new_allocator<std::pair<unsigned int, Utilisateur const> >::_M_max_size() const
  0.00      1.05     0.00       48     0.00     0.00  std::_Vector_base<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > >::_M_get_Tp_allocator() const
  0.00      1.05     0.00       36     0.00     0.00  __gnu_cxx::new_allocator<std::pair<unsigned int, Utilisateur const> >::max_size() const
  0.00      1.05     0.00       36     0.00     0.00  std::vector<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > >::max_size() const
  0.00      1.05     0.00       36     0.00     0.00  void std::_Destroy_aux<false>::__destroy<std::pair<unsigned int, Utilisateur const>*>(std::pair<unsigned int, Utilisateur const>*, std::pair<unsigned int, Utilisateur const>*)
  0.00      1.05     0.00       36     0.00     0.00  std::_Vector_base<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > >::_M_deallocate(std::pair<unsigned int, Utilisateur const>*, unsigned long)
  0.00      1.05     0.00       36     0.00     0.00  std::allocator_traits<std::allocator<std::pair<unsigned int, Utilisateur const> > >::max_size(std::allocator<std::pair<unsigned int, Utilisateur const> > const&)
  0.00      1.05     0.00       36     0.00     0.00  std::pair<unsigned int, Utilisateur const>* std::__uninitialized_copy<false>::__uninit_copy<std::pair<unsigned int, Utilisateur const> const*, std::pair<unsigned int, Utilisateur const>*>(std::pair<unsigned int, Utilisateur const> const*, std::pair<unsigned int, Utilisateur const> const*, std::pair<unsigned int, Utilisateur const>*)
  0.00      1.05     0.00       36     0.00     0.00  std::vector<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > >::_S_max_size(std::allocator<std::pair<unsigned int, Utilisateur const> > const&)
  0.00      1.05     0.00       36     0.00     0.00  std::pair<unsigned int, Utilisateur const>* std::uninitialized_copy<std::pair<unsigned int, Utilisateur const> const*, std::pair<unsigned int, Utilisateur const>*>(std::pair<unsigned int, Utilisateur const> const*, std::pair<unsigned int, Utilisateur const> const*, std::pair<unsigned int, Utilisateur const>*)
  0.00      1.05     0.00       36     0.00     0.00  std::pair<unsigned int, Utilisateur const>* std::__uninitialized_copy_a<std::pair<unsigned int, Utilisateur const> const*, std::pair<unsigned int, Utilisateur const>*, std::pair<unsigned int, Utilisateur const> >(std::pair<unsigned int, Utilisateur const> const*, std::pair<unsigned int, Utilisateur const> const*, std::pair<unsigned int, Utilisateur const>*, std::allocator<std::pair<unsigned int, Utilisateur const> >&)
  0.00      1.05     0.00       36     0.00     0.00  std::pair<unsigned int, Utilisateur const>* std::__uninitialized_move_if_noexcept_a<std::pair<unsigned int, Utilisateur const>*, std::pair<unsigned int, Utilisateur const>*, std::allocator<std::pair<unsigned int, Utilisateur const> > >(std::pair<unsigned int, Utilisateur const>*, std::pair<unsigned int, Utilisateur const>*, std::pair<unsigned int, Utilisateur const>*, std::allocator<std::pair<unsigned int, Utilisateur const> >&)
  0.00      1.05     0.00       36     0.00     0.00  void std::_Destroy<std::pair<unsigned int, Utilisateur const>*>(std::pair<unsigned int, Utilisateur const>*, std::pair<unsigned int, Utilisateur const>*)
  0.00      1.05     0.00       36     0.00     0.00  void std::_Destroy<std::pair<unsigned int, Utilisateur const>*, std::pair<unsigned int, Utilisateur const> >(std::pair<unsigned int, Utilisateur const>*, std::pair<unsigned int, Utilisateur const>*, std::allocator<std::pair<unsigned int, Utilisateur const> >&)
  0.00      1.05     0.00       31     0.00     0.00  void std::_Construct<Utilisateur, Utilisateur const&>(Utilisateur*, Utilisateur const&)
  0.00      1.05     0.00       31     0.00     0.00  void std::_Construct<Voiture, Voiture const&>(Voiture*, Voiture const&)
  0.00      1.05     0.00       30     0.00     0.00  __gnu_cxx::new_allocator<Place>::~new_allocator()
  0.00      1.05     0.00       30     0.00     0.00  __gnu_cxx::new_allocator<Voiture*>::~new_allocator()
  0.00      1.05     0.00       30     0.00     0.00  __gnu_cxx::new_allocator<std::pair<unsigned int, Utilisateur const> >::~new_allocator()
  0.00      1.05     0.00       30     0.00     0.00  __gnu_cxx::new_allocator<int>::~new_allocator()
  0.00      1.05     0.00       30     0.00     0.00  std::allocator<Place>::~allocator()
  0.00      1.05     0.00       30     0.00     0.00  std::allocator<Voiture*>::~allocator()
  0.00      1.05     0.00       30     0.00     0.00  std::allocator<std::pair<unsigned int, Utilisateur const> >::~allocator()
  0.00      1.05     0.00       30     0.00     0.00  std::allocator<int>::~allocator()
  0.00      1.05     0.00       30     0.00     0.00  std::_Vector_base<Voiture*, std::allocator<Voiture*> >::_M_get_Tp_allocator()
  0.00      1.05     0.00       30     0.00     0.00  std::_Vector_base<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > >::_M_allocate(unsigned long)
  0.00      1.05     0.00       30     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator()
  0.00      1.05     0.00       29     0.00     0.00  Utilisateur::Utilisateur()
  0.00      1.05     0.00       28     0.00     0.00  Utilisateur::randomParkTime()
  0.00      1.05     0.00       28     0.00     0.00  Utilisateur::Utilisateur(double, unsigned int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >)
  0.00      1.05     0.00       28     0.00     0.00  Utilisateur::operator=(Utilisateur const&)
  0.00      1.05     0.00       28     0.00     0.00  Environnement::AddVoiture()
  0.00      1.05     0.00       28     0.00     0.00  Environnement::GetPosbyNodeInd(int)
  0.00      1.05     0.00       28     0.00     0.00  Environnement::initUser()
  0.00      1.05     0.00       28     0.00     0.00  Vec2::operator*(Vec2)
  0.00      1.05     0.00       28     0.00     0.00  Voiture::set_position(Vec2)
  0.00      1.05     0.00       28     0.00     0.00  Voiture::setTargetPosition(Vec2)
  0.00      1.05     0.00       28     0.00     0.00  Voiture::setPlace(int)
  0.00      1.05     0.00       28     0.00     0.00  Voiture::Voiture(Utilisateur)
  0.00      1.05     0.00       28     0.00     0.00  void __gnu_cxx::new_allocator<Utilisateur>::construct<Utilisateur, Utilisateur const&>(Utilisateur*, Utilisateur const&)
  0.00      1.05     0.00       28     0.00     0.00  void __gnu_cxx::new_allocator<Voiture>::construct<Voiture, Voiture const&>(Voiture*, Voiture const&)
  0.00      1.05     0.00       28     0.00     0.00  void std::allocator_traits<std::allocator<Utilisateur> >::construct<Utilisateur, Utilisateur const&>(std::allocator<Utilisateur>&, Utilisateur*, Utilisateur const&)
